date,region,technology,avg_latency_ms,avg_download_speed_mbps,avg_upload_speed_mbps,avg_signal_strength_db,avg_drop_rate_percent,avg_packet_loss_percent,avg_service_quality_score,total_outages,avg_outage_duration_min,anomaly_count,avg_active_users,total_data_usage_gb,risk_level_mode
2026-01-01,Gdansk,4G,51.742126267362906,36.11835410992886,16.485970084780437,-89.88958776195776,1.536475008114682,1.5619209011663746,50.080571428571425,1,1.3142857142857143,1,53.885714285714286,86.24992639874715,Low
2026-01-01,Gdansk,5G,37.579742397827815,147.68548544447495,50.510708048761764,-84.16471600381898,1.3115523715868345,1.585632768062107,67.28360655737706,0,0.0,0,56.28688524590164,214.41307693268553,Low
2026-01-01,Katowice,4G,55.209096351051464,31.815324330499298,13.846908915792584,-90.47302015753056,2.1674445433934064,2.1046332171653686,48.035185185185185,1,0.3333333333333333,1,69.5925925925926,66.47710116814841,Low
2026-01-01,Katowice,5G,38.23717156842757,142.6831557132329,51.59952531475263,-84.83539620914621,1.5536715913317232,1.8372384948071983,66.09623188405797,0,0.0,1,64.23188405797102,266.0056225276623,Low
2026-01-01,Krakow,4G,52.844981053316396,29.550892845503405,15.488893910190196,-91.54385059666394,1.7959957653615264,1.588285379130798,48.36714285714285,0,0.0,1,65.37142857142857,94.33463395791428,Low
2026-01-01,Krakow,5G,39.65772494805829,149.50504731514363,49.905350132592986,-84.14193170289602,1.751735401734789,1.6173946906556855,66.5911475409836,0,0.0,1,66.85245901639344,256.6735848406741,Low
2026-01-01,Lodz,4G,53.9400850759921,29.83598554640161,14.779413340522789,-90.15000735175326,1.6160794114084396,1.7043549156425721,48.81633333333333,0,0.0,0,64.3,76.5821972505305,Low
2026-01-01,Lodz,5G,41.57463926846675,148.82540582033033,50.97101848019175,-86.2131669612192,1.7979218233573317,1.7588232469879417,65.6280303030303,1,0.42424242424242425,1,63.60606060606061,264.27206131104737,Low
2026-01-01,Poznan,4G,48.78872079510209,32.35303803485482,13.941878650808269,-88.70707521174087,1.5946764531576672,1.828357191060407,50.31794117647058,0,0.0,0,59.94117647058823,82.16099025834558,Low
2026-01-01,Poznan,5G,39.04758685379169,145.15488628721354,50.51277171846184,-85.34156490465233,1.6733342797345687,1.6597959245374598,65.97596774193549,2,1.0161290322580645,2,57.435483870967744,230.19558714576473,Low
2026-01-01,Warsaw,4G,55.44844813719245,36.599747509102656,16.134886855623446,-90.05079736388534,1.8401408539175912,1.6829666218565937,49.107142857142854,0,0.0,1,72.5,73.54474171354268,Low
2026-01-01,Warsaw,5G,40.091330554785976,143.8456250149245,49.709035712320336,-85.74262898141214,1.8441679606964807,1.7612392766062108,65.32735294117647,0,0.0,3,69.66176470588235,314.76843834309824,Low
2026-01-01,Wroclaw,4G,49.849192376483316,38.3123226635255,16.724099518670652,-91.71830442237984,1.5031340432316604,1.6347436840234302,50.227,0,0.0,0,54.4,73.81557580099948,Low
2026-01-01,Wroclaw,5G,44.94923759859234,145.60785438091034,50.16494720833509,-84.70011349592623,1.7859111739526756,1.772210025254776,65.10833333333333,0,0.0,2,62.92424242424242,279.73948282264746,Low
2026-01-02,Gdansk,4G,49.9609700601407,38.50577551354581,14.415756831664666,-91.65218736940619,1.394275560847544,1.4572239512433889,50.394,0,0.0,1,57.628571428571426,78.35948570488051,Low
2026-01-02,Gdansk,5G,44.243786832673415,141.55283077229046,49.510634109489594,-84.07196291506644,1.7765667679021433,1.5506937127945868,64.90803278688524,0,0.0,2,59.26229508196721,238.6042074124063,Low
2026-01-02,Katowice,4G,52.65772379945475,36.39354781197894,13.515642514645121,-91.90044177359869,1.512254927845428,1.782678706976877,49.49739130434783,0,0.0,0,60.47826086956522,121.3967656425855,Low
2026-01-02,Katowice,5G,41.4960733485182,145.21787907226522,51.72322413005902,-84.68511366569543,1.900685026633376,1.9354206859282268,65.45779999999999,0,0.0,1,62.72,219.24331717216998,Low
2026-01-02,Krakow,4G,49.219734225713275,36.762874364445196,13.686332688014367,-91.902172253159,1.8082754848017002,1.271743586324868,49.68944444444444,0,0.0,0,55.97222222222222,84.61797286108542,Low
2026-01-02,Krakow,5G,43.25024530689875,137.9241880749226,50.29780024300769,-85.19086454584274,1.9112302867568658,2.0378381173447484,64.17416666666666,0,0.0,2,71.91666666666667,273.73058565902636,Low
2026-01-02,Lodz,4G,49.4922866623395,34.22925117478598,14.837793383555908,-90.47197317612753,1.461253139031685,1.517755747661001,50.16625,0,0.0,0,62.28125,75.48039546346826,Low
2026-01-02,Lodz,5G,43.1326221085983,140.35999608537136,50.59740943811464,-83.78340087415837,1.808917083770647,1.899441628208814,64.97078125,0,0.0,4,64.5625,269.92817219742386,Low
2026-01-02,Poznan,4G,55.42330553608148,31.981516121467436,16.857005900539427,-89.20476747183555,1.7906791957999602,1.6926073385130145,48.84027777777778,0,0.0,0,56.47222222222222,84.85281800193432,Low
2026-01-02,Poznan,5G,38.19867741009581,145.40621012401718,51.041834855935384,-85.99255064526476,1.5577637351803115,1.6601775127099208,66.13066666666667,0,0.0,1,51.25,195.0006039139518,Low
2026-01-02,Warsaw,4G,52.15106428045437,30.703020784310404,14.000973925862429,-91.01472317119362,1.8819444965443828,1.8274036297144844,48.631470588235295,0,0.0,3,68.88235294117646,89.85869242486054,Low
2026-01-02,Warsaw,5G,43.050511852673786,139.96648802417735,49.68754621349637,-84.34810144108195,1.9102904469005815,1.7827975422512852,64.66016129032258,0,0.0,3,70.6774193548387,283.6003234879492,Low
2026-01-02,Wroclaw,4G,46.711936211554736,28.834583469223052,13.733471194651992,-92.68999738472422,1.6470320086159969,1.4833070510396902,49.1625641025641,0,0.0,0,55.30769230769231,76.76658573437425,Low
2026-01-02,Wroclaw,5G,46.08332113127251,139.75207983668074,49.65096425979353,-85.86772090599072,1.8101444443652208,1.8849914951221365,63.90964912280702,0,0.0,3,69.98245614035088,261.4702246183514,Low
2026-01-03,Gdansk,4G,50.66367306285579,37.08882981669408,15.246706803138238,-90.51863347479012,1.6530785325944468,2.0181084595164447,50.05264705882353,0,0.0,1,51.470588235294116,77.35935231572503,Low
2026-01-03,Gdansk,5G,37.8390518880786,149.2288868709745,52.07532973651936,-84.72008488057436,1.4876475322512928,1.5258800193917352,67.0524193548387,1,0.11290322580645161,1,46.983870967741936,214.2530885114937,Low
2026-01-03,Katowice,4G,50.749452832808664,37.120927897747265,12.752336627423489,-89.7708990601588,1.5542316863970804,1.4068159595895249,50.361714285714285,1,1.0285714285714285,1,48.25714285714286,57.03691084229673,Low
2026-01-03,Katowice,5G,37.942174682816166,148.52588953582267,53.36995501115064,-84.74570014315162,1.2406184616642006,1.6222895776188309,67.27622950819672,0,0.0,1,49.950819672131146,203.03496340978273,Low
2026-01-03,Krakow,4G,49.48126773313667,37.81834445126235,13.0089004846926,-94.07358674969726,1.905702151723743,1.5626725748068506,49.10055555555556,1,1.0277777777777777,2,54.75,79.82322464926844,Low
2026-01-03,Krakow,5G,38.35974934402787,153.88273589929997,52.19140583135243,-85.47341344661817,1.4889225367200507,1.5628778523435076,67.33266666666667,0,0.0,1,49.75,192.72173166783696,Low
2026-01-03,Lodz,4G,46.680122319712545,45.32046964921006,16.69836166419815,-87.79061654998901,1.2219063763067437,1.3567555974445467,52.915,0,0.0,0,43.55882352941177,61.97869983657306,Low
2026-01-03,Lodz,5G,41.81545388035586,153.47472276423738,49.54673153158676,-83.90285981977469,1.4942627349147188,1.430109115137457,67.1241935483871,0,0.0,0,50.725806451612904,218.85584600862308,Low
2026-01-03,Poznan,4G,42.67345895792461,43.983337269753434,17.23946582540178,-89.42335422288895,1.6346353276965169,1.3531195966382095,52.430625,0,0.0,0,41.65625,55.901174437326695,Low
2026-01-03,Poznan,5G,40.5886246355482,143.38207204478184,51.4406242989933,-83.19348203411124,1.6576060715198355,1.7302445772924666,66.07953125,2,1.03125,2,45.671875,190.94374153765452,Low
2026-01-03,Warsaw,4G,46.46769717896221,36.37630414527842,17.31743065987846,-88.58833893520062,1.7587572102759994,1.4061950975443431,50.971944444444446,0,0.0,2,46.388888888888886,61.123874603734855,Low
2026-01-03,Warsaw,5G,40.60726931087734,140.6127859688124,52.418967201698074,-82.4970973542276,1.312122610520399,1.4853425874178188,66.38283333333332,0,0.0,0,59.45,234.8671080575314,Low
2026-01-03,Wroclaw,4G,50.17845661824946,39.54087522932886,14.75285436872029,-91.00011994947315,1.467952556937399,1.6196502589057742,50.5470731707317,0,0.0,1,47.1219512195122,70.7327294418264,Low
2026-01-03,Wroclaw,5G,37.177933822637684,157.47324089960017,52.44290592417116,-85.1522290478789,1.506165649496804,1.3749913031221923,68.002,0,0.0,0,50.36363636363637,175.35644245431905,Low
2026-01-04,Gdansk,4G,48.71462232666378,34.95934115734145,16.801106673255273,-88.43959279689707,1.5662254554623103,1.6962013522064867,50.74392857142857,0,0.0,0,43.142857142857146,52.93431707452131,Low
2026-01-04,Gdansk,5G,38.218976442841246,149.16159176474625,54.193366914892614,-84.32888638938044,1.5294376564371939,1.3389705251776902,67.02691176470589,0,0.0,1,46.705882352941174,217.25654950892076,Low
2026-01-04,Katowice,4G,46.88725920523405,36.15219664643578,14.88653460728933,-90.69796530716127,1.4471847460948521,1.5750977295772226,50.768437500000005,0,0.0,1,56.84375,71.68248532786168,Low
2026-01-04,Katowice,5G,35.58804730686038,139.54184651467006,53.1043292931788,-83.755946583133,1.715430172835078,1.8834423139022933,66.19609375,3,1.515625,4,48.265625,210.4263759992888,Low
2026-01-04,Krakow,4G,50.08163286912097,38.955680899787936,14.793549633309992,-90.91276165080488,1.7602623406212152,1.2494407810384234,50.12517241379311,0,0.0,0,52.0,59.56928834149381,Low
2026-01-04,Krakow,5G,38.629956869596896,148.41802873531185,52.31887320072896,-85.62260575464244,1.3912821285692807,1.4468929858784163,66.73522388059702,0,0.0,0,52.23880597014925,215.43120765443848,Low
2026-01-04,Lodz,4G,47.95950258297559,43.85793782672353,16.186917718700045,-89.88379836456717,1.5792258572602018,1.3000038191908794,51.53971428571429,0,0.0,0,52.6,89.21852308024707,Low
2026-01-04,Lodz,5G,39.6175983851387,152.5423626535538,53.14731765369434,-85.16248864173826,1.4284642327455557,1.4590152896095565,67.1332786885246,0,0.0,0,52.08196721311475,211.3550883160146,Low
2026-01-04,Poznan,4G,46.06262164915855,38.72400244834206,14.841656198576224,-89.08583225319093,1.7507199476979096,1.559797321146653,51.200645161290325,1,0.967741935483871,1,44.225806451612904,53.7654687139873,Low
2026-01-04,Poznan,5G,39.994254276083126,145.68433358503887,53.376486899918454,-84.69805011894954,1.5302800042718077,1.7061594055912186,66.24046153846155,0,0.0,3,46.84615384615385,204.26166309890684,Low
2026-01-04,Warsaw,4G,47.76164846458172,40.95342942311049,15.457465675919785,-90.93542079775983,1.622226514163306,1.3253700005638855,50.90708333333333,1,0.125,1,49.416666666666664,48.157306870171,Low
2026-01-04,Warsaw,5G,41.06859678221339,148.83549212710827,50.3890403492081,-85.20934731072063,1.5523409930212153,1.6920915379895787,66.28708333333333,0,0.0,1,58.90277777777778,263.64787727391194,Low
2026-01-04,Wroclaw,4G,49.12806582087369,35.602183065191326,14.817945358373843,-89.46846314632677,1.5509734191096196,1.5524857986342657,50.517222222222216,0,0.0,1,47.47222222222222,66.71891185036071,Low
2026-01-04,Wroclaw,5G,40.41454615537704,156.41485762215135,50.5205590555873,-84.13883050995256,1.4861718859777253,1.4054887170212589,67.64616666666667,0,0.0,0,49.68333333333333,208.86622851579247,Low
2026-01-05,Gdansk,4G,47.94460154283168,34.2245569977686,13.64499666088658,-89.49746347718995,1.750929597117851,1.340920196130988,50.268,0,0.0,1,55.725,94.29545302096176,Low
2026-01-05,Gdansk,5G,38.87218584901147,147.27562187754202,51.9046317647418,-84.5983612565788,1.6258788299487335,1.5697288297584155,66.50321428571428,0,0.0,0,59.080357142857146,222.04107228557763,Low
2026-01-05,Katowice,4G,56.80830764667216,33.79451948896051,14.973706192636893,-90.29386445274048,1.7220194649795004,1.7364228358325353,48.65620689655172,0,0.0,1,65.82758620689656,82.87942866860084,Low
2026-01-05,Katowice,5G,42.69362369928826,144.42902341593788,50.49944862709784,-85.0465104405711,1.6019671494219314,1.6207152449714515,65.48253731343283,0,0.0,3,61.88059701492537,273.0466341998207,Low
2026-01-05,Krakow,4G,53.20152537891569,30.57441771515451,14.440536934325507,-90.8440461199452,1.9309406140195908,1.7850403937514285,48.427368421052634,0,0.0,1,62.921052631578945,99.18685017260961,Low
2026-01-05,Krakow,5G,41.20720407787982,147.4558008274319,51.316263753178106,-85.69893223322475,1.680642052946067,1.7981938369702057,65.80844827586206,0,0.0,0,68.48275862068965,260.3272892201799,Low
2026-01-05,Lodz,4G,54.239021290497,35.916656816877264,13.946683403996492,-92.75768032449842,1.9400026325427628,1.7336355130068044,48.40657894736842,0,0.0,1,64.15789473684211,95.0596521300001,Low
2026-01-05,Lodz,5G,39.64164568209394,145.9255501651978,50.093730532181034,-85.22461934058335,1.7277811547184092,1.4934573356446486,65.93,0,0.0,1,63.758620689655174,248.4899772570621,Low
2026-01-05,Poznan,4G,49.38139186741704,34.32073942793574,14.53766623059502,-89.42483212348597,1.5923745378499745,1.3838545045392923,50.281290322580645,0,0.0,1,53.096774193548384,71.81567551203756,Low
2026-01-05,Poznan,5G,42.940208535640174,143.50645374920032,51.95498398498401,-83.71234240988268,1.6180379566077543,1.618201187881098,65.64646153846155,1,0.8461538461538461,1,59.38461538461539,265.79749828629906,Low
2026-01-05,Warsaw,4G,53.64691213544128,30.977192578771305,14.820317054467132,-91.52894091208688,1.6310655130107337,2.0304221616166154,48.632777777777775,0,0.0,2,72.22222222222223,96.27039119696623,Low
2026-01-05,Warsaw,5G,42.47791473183692,139.8284979054153,50.193418846265594,-84.11350198040394,1.696487291919791,1.8618678888006763,65.07833333333333,1,0.13333333333333333,4,68.96666666666667,274.1225296067023,Low
2026-01-05,Wroclaw,4G,48.89652242147648,38.224425998250005,15.890630874296168,-92.45157623914436,1.6984454175402908,1.6825922685847199,49.92277777777778,0,0.0,1,52.111111111111114,85.05350346813026,Low
2026-01-05,Wroclaw,5G,42.124551258083116,140.58160399990777,50.22283474237733,-85.15797977682641,1.8750227465486013,2.0530067961342526,64.72383333333333,1,0.21666666666666667,4,64.1,258.6221845626563,Low
2026-01-06,Gdansk,4G,48.523133284493134,27.46556890617653,13.370867193856931,-89.1258946002739,1.5916073420899053,1.6124582036801502,49.68,0,0.0,0,56.60526315789474,90.91099503315347,Low
2026-01-06,Gdansk,5G,40.79558943485044,147.65835680764582,51.19323846076809,-86.04566734091131,1.696034844450017,1.882836568932885,65.79068965517241,0,0.0,1,63.1551724137931,233.21028808243017,Low
2026-01-06,Katowice,4G,53.66877271573329,30.908542372826787,10.867073634702406,-91.57180591938794,1.809418234526675,1.8574007816911742,48.37333333333333,0,0.0,2,68.55555555555556,64.6539964821454,Low
2026-01-06,Katowice,5G,38.40704365263195,150.8084489842663,51.70693102736999,-84.12199496932885,1.6217699932722378,1.659164423085177,67.12130434782608,0,0.0,0,58.289855072463766,272.7713264567611,Low
2026-01-06,Krakow,4G,52.67159311163882,31.89560336799525,13.816233450670653,-89.97079563106463,1.7594817096336182,1.6548004828055116,49.11394736842105,0,0.0,0,60.28947368421053,92.80296663259507,Low
2026-01-06,Krakow,5G,45.17731635241814,144.81484106599422,49.59474747708873,-85.51580390072822,1.729992457100775,1.770322112958526,64.84827586206896,1,0.1896551724137931,2,66.94827586206897,264.3244800168202,Low
2026-01-06,Lodz,4G,61.48011201730037,26.895174438859968,14.08064515268909,-90.01943033744678,2.1750627641240277,2.2214508813941984,46.56466666666667,1,1.5,4,64.46666666666667,91.46746149651733,Low
